monthly_income,dti_ratio,credit_history_years,education,region,gender,ethnicity,age_group,approved
6710.47,0.5289,9.9,Bachelors,Central,Male,Group_A,Young,0
2881.86,0.166,9.3,Bachelors,West,Male,Group_B,Adult,0
4577.05,0.3954,5.7,High School,Central,Male,Group_B,Senior,0
5219.45,0.1266,5.4,Masters,Central,Male,Group_A,Adult,1
6356.41,0.0756,11.8,Bachelors,Central,Male,Group_D,Senior,1
7015.01,0.2735,7.1,Masters,North,Male,Group_D,Senior,1
2800.85,0.0812,7.1,High School,Central,Male,Group_A,Adult,0
2282.31,0.4216,9.0,Masters,West,Female,Group_A,Young,0
9309.94,0.5013,19.1,High School,North,Female,Group_B,Adult,0
5803.15,0.3495,9.2,Bachelors,North,Female,Group_A,Adult,0
3380.43,0.3873,7.2,Bachelors,North,Male,Group_C,Adult,0
10674.1,0.2792,13.6,No Degree,South,Male,Group_A,Adult,0
5207.41,0.2466,13.6,PhD,East,Female,Group_C,Senior,0
8863.07,0.1515,10.0,High School,Central,Male,Group_B,Young,1
5083.52,0.4243,16.8,High School,East,Female,Group_B,Adult,1
13771.74,0.351,8.9,High School,Central,Non-Binary,Group_A,Adult,0
11821.44,0.6341,6.8,No Degree,East,Male,Group_B,Adult,0
4339.52,0.4488,11.6,Bachelors,Central,Male,Group_A,Adult,0
7988.72,0.0664,7.1,Masters,Central,Male,Group_B,Adult,1
6786.48,0.4246,7.7,Bachelors,East,Male,Group_B,Senior,0
9743.11,0.4295,18.8,High School,East,Female,Group_B,Adult,1
3033.7,0.0573,7.4,PhD,East,Female,Group_C,Adult,1
6925.92,0.2034,6.7,Bachelors,Central,Non-Binary,Group_A,Adult,0
8343.28,0.2441,5.2,High School,Central,Female,Group_D,Young,0
2039.85,0.1873,5.5,High School,North,Non-Binary,Group_A,Adult,0
2719.96,0.591,10.4,PhD,South,Male,Group_B,Adult,0
1772.92,0.4024,16.0,Bachelors,Central,Female,Group_A,Adult,0
4295.39,0.4625,8.7,Bachelors,West,Female,Group_A,Adult,0
7035.83,0.1082,8.0,High School,West,Male,Group_B,Adult,0
10416.83,0.1485,18.7,PhD,East,Male,Group_B,Senior,1
5100.26,0.6248,6.2,Bachelors,Central,Female,Group_C,Adult,0
11095.64,0.4363,6.8,Bachelors,Central,Female,Group_D,Young,0
2465.01,0.1572,7.6,No Degree,West,Male,Group_B,Young,0
2097.1,0.1562,9.6,No Degree,South,Female,Group_C,Adult,0
4780.14,0.2074,3.5,Bachelors,Central,Female,Group_A,Adult,0
5955.28,0.2849,14.9,No Degree,North,Male,Group_B,Adult,0
4835.08,0.5207,14.0,High School,South,Female,Group_C,Adult,0
1748.09,0.1305,11.7,No Degree,Central,Male,Group_A,Adult,0
4700.57,0.3761,16.9,High School,West,Female,Group_A,Young,0
2560.01,0.1619,13.4,Bachelors,West,Female,Group_A,Adult,1
6869.43,0.2971,10.1,Bachelors,Central,Female,Group_A,Adult,1
5903.49,0.2282,6.3,No Degree,Central,Non-Binary,Group_B,Adult,0
3071.93,0.3209,5.8,Masters,East,Male,Group_A,Adult,0
3801.18,0.1047,15.6,High School,Central,Female,Group_A,Adult,0
2894.0,0.1682,6.9,Bachelors,South,Female,Group_B,Adult,0
4763.13,0.2105,5.4,Bachelors,West,Male,Group_C,Adult,0
7923.36,0.2518,9.6,High School,Central,Male,Group_B,Senior,0
3002.31,0.2394,11.3,High School,South,Male,Group_C,Adult,0
6323.47,0.105,14.4,High School,Central,Male,Group_A,Senior,0
3770.15,0.1664,10.1,Bachelors,West,Male,Group_D,Adult,0
3306.23,0.3043,8.1,Bachelors,Central,Male,Group_B,Young,0
4658.67,0.0771,3.7,Bachelors,North,Female,Group_A,Adult,0
2928.89,0.2979,10.9,PhD,South,Female,Group_C,Senior,0
3726.32,0.2542,14.9,Bachelors,East,Male,Group_A,Senior,1
2700.15,0.4123,14.7,Bachelors,North,Male,Group_B,Adult,1
13126.16,0.2224,8.8,Bachelors,South,Male,Group_C,Young,0
5002.19,0.7341,8.8,High School,West,Male,Group_B,Adult,0
3463.85,0.2014,7.6,Bachelors,North,Male,Group_C,Adult,0
5469.76,0.4463,10.9,High School,West,Female,Group_B,Adult,1
4646.34,0.648,14.9,No Degree,North,Male,Group_B,Young,0
4400.68,0.5676,8.6,Bachelors,West,Male,Group_B,Young,0
6681.4,0.3237,5.9,Masters,North,Male,Group_C,Adult,1
7177.84,0.3199,9.3,High School,South,Male,Group_C,Adult,0
3769.7,0.3631,6.1,Bachelors,North,Male,Group_D,Senior,0
3685.24,0.319,6.0,High School,East,Male,Group_C,Adult,0
4283.28,0.0828,14.1,High School,Central,Non-Binary,Group_A,Senior,1
1554.7,0.4914,7.1,High School,West,Female,Group_A,Senior,0
2304.01,0.3136,8.4,PhD,North,Male,Group_B,Senior,1
9734.55,0.3619,6.9,Masters,South,Female,Group_B,Adult,1
11186.73,0.2432,17.8,No Degree,South,Male,Group_C,Adult,0
4339.36,0.1844,6.2,Masters,West,Female,Group_B,Adult,1
6556.93,0.2305,15.0,Bachelors,Central,Male,Group_A,Adult,1
5742.36,0.2115,7.7,High School,South,Female,Group_C,Senior,0
22912.56,0.136,14.6,High School,North,Female,Group_D,Senior,1
8602.32,0.3827,10.2,Bachelors,North,Female,Group_A,Adult,1
4610.27,0.063,8.0,Bachelors,South,Male,Group_C,Adult,0
3047.97,0.1274,3.9,No Degree,North,Male,Group_B,Young,0
2201.24,0.5515,15.0,No Degree,South,Female,Group_A,Adult,0
5441.07,0.0747,11.2,Masters,Central,Female,Group_C,Young,0
3367.16,0.1269,9.5,High School,North,Male,Group_A,Adult,1
2413.6,0.0883,7.4,High School,Central,Female,Group_C,Senior,0
3557.15,0.5625,10.0,Masters,North,Male,Group_A,Young,0
2861.86,0.1539,3.1,Masters,Central,Male,Group_C,Young,0
11425.13,0.1998,11.1,High School,West,Female,Group_A,Adult,1
7637.46,0.4899,7.9,High School,North,Female,Group_B,Senior,0
4895.22,0.2606,1.7,Masters,North,Male,Group_A,Adult,1
10300.75,0.3768,9.4,Bachelors,North,Female,Group_A,Adult,1
5108.62,0.174,3.4,High School,North,Male,Group_B,Adult,0
3195.05,0.1213,8.1,High School,Central,Male,Group_D,Adult,0
10525.56,0.3899,14.5,High School,West,Male,Group_A,Senior,1
6434.66,0.1078,6.0,No Degree,East,Female,Group_B,Young,0
2925.96,0.2958,20.8,Bachelors,West,Male,Group_A,Young,0
4468.6,0.7473,7.6,Masters,South,Female,Group_C,Adult,0
3172.23,0.3139,12.0,High School,North,Female,Group_B,Adult,0
2461.68,0.2511,10.9,High School,East,Non-Binary,Group_B,Adult,0
7809.44,0.2091,9.8,High School,North,Female,Group_A,Adult,1
12768.14,0.3925,11.4,Bachelors,South,Male,Group_C,Adult,0
2442.35,0.3309,10.1,Bachelors,North,Female,Group_A,Senior,0
6512.54,0.539,19.9,PhD,North,Female,Group_A,Adult,0
3549.91,0.4068,4.3,Masters,North,Male,Group_A,Young,0
3852.34,0.5484,12.0,High School,South,Male,Group_C,Adult,0
3654.82,0.5617,8.3,High School,East,Male,Group_C,Young,0
3190.73,0.3332,4.9,High School,East,Female,Group_A,Senior,0
5035.46,0.116,13.5,No Degree,South,Female,Group_C,Adult,0
3243.88,0.1831,10.7,No Degree,South,Female,Group_C,Adult,0
5626.42,0.1692,13.2,Masters,East,Female,Group_B,Adult,1
4792.85,0.356,11.8,Bachelors,Central,Male,Group_B,Young,0
4361.3,0.1976,10.3,Masters,East,Male,Group_C,Adult,0
3121.97,0.1442,9.1,High School,East,Male,Group_B,Young,0
3683.48,0.4834,8.6,High School,North,Female,Group_B,Adult,0
7170.25,0.2564,7.6,Bachelors,South,Male,Group_A,Adult,0
6313.58,0.2912,7.1,Masters,Central,Male,Group_B,Senior,0
3014.6,0.2828,7.2,High School,East,Male,Group_C,Young,0
5165.03,0.4568,9.4,High School,West,Female,Group_A,Adult,1
7155.91,0.3806,6.7,Masters,East,Female,Group_A,Adult,0
2133.03,0.0931,10.0,High School,South,Female,Group_C,Adult,0
6449.0,0.5074,8.5,PhD,Central,Male,Group_B,Young,0
3528.71,0.1787,9.4,High School,North,Female,Group_A,Adult,1
6537.43,0.176,17.6,Masters,West,Male,Group_C,Adult,1
3355.55,0.2883,6.1,No Degree,North,Female,Group_A,Young,0
1993.32,0.6343,11.5,High School,Central,Male,Group_A,Adult,0
2178.14,0.5021,13.8,Masters,South,Non-Binary,Group_C,Adult,0
5034.36,0.1899,7.8,No Degree,East,Male,Group_B,Adult,0
5596.3,0.058,8.9,Bachelors,Central,Female,Group_A,Young,0
3127.04,0.4385,16.2,Bachelors,East,Male,Group_A,Young,0
6763.5,0.2866,17.7,No Degree,East,Male,Group_A,Adult,0
2141.45,0.0868,10.2,High School,Central,Female,Group_D,Adult,0
4755.04,0.5942,6.4,Masters,South,Male,Group_C,Senior,0
2682.47,0.2233,8.3,Bachelors,North,Non-Binary,Group_A,Young,0
3547.8,0.3189,7.5,Bachelors,West,Female,Group_C,Adult,0
5032.64,0.1402,5.7,Masters,Central,Male,Group_B,Adult,1
3196.44,0.4496,10.9,High School,Central,Male,Group_B,Senior,0
4055.07,0.2978,10.0,PhD,South,Female,Group_C,Adult,0
8128.62,0.2497,7.9,Bachelors,South,Female,Group_A,Senior,1
3683.26,0.0776,5.4,High School,Central,Female,Group_A,Young,1
7463.99,0.3622,12.9,No Degree,North,Female,Group_A,Adult,0
2793.77,0.4469,9.8,High School,West,Male,Group_A,Adult,0
6405.43,0.1029,3.4,Bachelors,Central,Female,Group_A,Adult,0
10104.99,0.0826,13.3,High School,West,Male,Group_C,Senior,1
1428.21,0.3595,10.1,No Degree,North,Female,Group_D,Senior,0
3299.59,0.1089,7.1,No Degree,North,Female,Group_B,Adult,0
6558.62,0.3646,5.1,Bachelors,Central,Non-Binary,Group_A,Adult,0
4440.3,0.186,11.8,PhD,East,Female,Group_A,Senior,1
5916.93,0.1167,6.9,No Degree,Central,Female,Group_C,Senior,0
3633.7,0.5621,15.0,High School,South,Male,Group_C,Young,0
5132.23,0.4847,5.9,High School,North,Female,Group_B,Young,0
4546.72,0.2151,10.2,High School,East,Male,Group_B,Adult,0
8812.19,0.0239,13.4,Bachelors,South,Female,Group_C,Adult,0
5581.49,0.3192,4.8,High School,West,Male,Group_B,Young,0
5818.52,0.5099,12.4,Bachelors,North,Male,Group_A,Young,0
4000.05,0.192,17.1,PhD,North,Female,Group_D,Young,1
3851.42,0.0863,14.0,Masters,North,Female,Group_B,Adult,1
3958.9,0.4523,8.8,High School,Central,Female,Group_A,Adult,0
5986.28,0.4506,8.2,Bachelors,North,Female,Group_A,Adult,0
3981.87,0.2896,4.8,No Degree,East,Male,Group_B,Adult,0
5681.03,0.1446,11.9,High School,South,Female,Group_C,Adult,0
13873.01,0.2443,12.3,High School,East,Male,Group_A,Adult,1
7597.41,0.1013,5.2,No Degree,North,Female,Group_B,Senior,1
4175.5,0.2993,7.9,No Degree,Central,Non-Binary,Group_D,Adult,0
8960.73,0.136,6.9,PhD,North,Female,Group_B,Adult,1
4007.66,0.2387,11.9,High School,North,Male,Group_A,Adult,0
1773.9,0.0888,8.5,Bachelors,Central,Female,Group_A,Adult,0
2968.93,0.29,20.4,Masters,North,Female,Group_A,Senior,0
1928.7,0.306,17.2,Bachelors,South,Male,Group_A,Adult,0
4122.62,0.0559,9.1,High School,East,Male,Group_B,Adult,1
4960.24,0.6859,9.3,High School,North,Female,Group_B,Adult,0
11364.15,0.1904,3.3,Bachelors,East,Male,Group_A,Adult,1
5787.55,0.1773,14.7,No Degree,Central,Male,Group_A,Senior,0
4404.8,0.2431,5.0,No Degree,South,Male,Group_C,Young,0
7440.57,0.3952,8.6,High School,Central,Female,Group_A,Senior,0
1626.9,0.417,10.7,Masters,Central,Female,Group_D,Adult,0
5529.25,0.1882,20.5,Bachelors,West,Female,Group_A,Adult,1
7225.94,0.1549,10.9,Bachelors,Central,Female,Group_A,Adult,1
2346.56,0.4189,11.6,PhD,North,Male,Group_B,Young,0
8706.95,0.3926,8.7,High School,Central,Male,Group_A,Adult,0
5821.12,0.1089,20.8,Masters,Central,Male,Group_D,Adult,1
3993.23,0.3621,8.3,No Degree,West,Male,Group_A,Adult,0
6743.88,0.4879,16.2,Bachelors,North,Male,Group_D,Adult,0
15296.0,0.1507,6.3,High School,West,Male,Group_C,Adult,1
5382.63,0.3448,5.8,High School,North,Female,Group_B,Adult,0
5564.21,0.2168,11.4,No Degree,West,Male,Group_D,Young,0
3906.2,0.2216,12.1,No Degree,Central,Female,Group_B,Young,0
3213.38,0.0604,16.2,High School,West,Female,Group_A,Adult,0
7444.03,0.1133,8.0,High School,East,Male,Group_B,Adult,1
3203.37,0.234,15.9,Bachelors,West,Female,Group_A,Senior,1
5093.82,0.5187,8.7,High School,South,Male,Group_C,Adult,0
3870.63,0.5142,8.3,High School,North,Male,Group_B,Adult,0
6244.71,0.4508,11.3,Bachelors,Central,Male,Group_D,Senior,1
5807.07,0.3387,9.6,Bachelors,North,Male,Group_A,Adult,0
8256.61,0.5197,17.3,Bachelors,West,Male,Group_A,Young,1
3808.5,0.2532,13.6,Bachelors,North,Female,Group_C,Adult,0
4294.38,0.5325,5.0,High School,South,Female,Group_D,Adult,0
3012.78,0.301,21.0,Masters,North,Female,Group_D,Adult,1
3935.74,0.2838,15.2,High School,East,Female,Group_A,Adult,1
5935.17,0.1386,10.2,No Degree,East,Female,Group_A,Adult,0
7175.98,0.4351,14.8,Bachelors,North,Female,Group_A,Young,0
3099.26,0.3497,7.8,Bachelors,East,Male,Group_C,Senior,0
7591.64,0.2845,7.5,Masters,North,Female,Group_B,Young,1
9680.02,0.197,6.3,High School,Central,Non-Binary,Group_B,Adult,1
6043.37,0.3593,7.4,High School,West,Female,Group_A,Adult,0
12561.58,0.3892,13.5,Bachelors,West,Female,Group_B,Adult,1
3337.93,0.2565,9.6,High School,North,Male,Group_B,Adult,0
2637.73,0.511,5.2,Bachelors,West,Female,Group_B,Adult,0
2019.57,0.2052,6.6,Bachelors,Central,Female,Group_B,Adult,0
10384.01,0.2716,11.4,Bachelors,North,Male,Group_D,Senior,1
6817.05,0.2813,7.9,PhD,Central,Female,Group_C,Senior,1
4780.06,0.4342,5.5,High School,East,Female,Group_A,Adult,0
5653.24,0.3353,10.3,Masters,South,Male,Group_C,Senior,0
2799.67,0.1458,2.3,No Degree,East,Female,Group_A,Adult,0
16695.19,0.2952,23.2,High School,Central,Male,Group_A,Young,1
5242.8,0.2625,16.0,No Degree,Central,Male,Group_A,Adult,1
5191.08,0.1868,9.0,Masters,West,Female,Group_A,Young,0
7064.82,0.2005,20.1,High School,South,Male,Group_C,Adult,1
6251.05,0.2948,15.4,Bachelors,Central,Non-Binary,Group_C,Young,1
5496.91,0.2063,6.5,Bachelors,South,Female,Group_A,Adult,1
3310.2,0.3296,16.2,Masters,North,Female,Group_A,Adult,0
6221.3,0.1419,6.5,Bachelors,West,Female,Group_A,Senior,1
12594.46,0.1335,3.1,High School,East,Male,Group_A,Adult,1
9630.69,0.2949,15.9,PhD,East,Female,Group_A,Adult,1
10900.82,0.5365,7.5,High School,West,Male,Group_A,Adult,1
3806.22,0.237,6.4,High School,North,Female,Group_A,Young,0
2996.49,0.1082,4.8,Bachelors,North,Non-Binary,Group_A,Young,0
4615.18,0.2415,9.3,No Degree,East,Male,Group_C,Adult,0
5053.63,0.5439,9.4,No Degree,North,Male,Group_A,Senior,0
8493.83,0.5521,13.2,Bachelors,South,Female,Group_C,Young,0
2108.58,0.2861,10.5,No Degree,North,Male,Group_A,Adult,0
10559.44,0.2946,6.4,No Degree,South,Male,Group_C,Adult,0
4541.42,0.6198,8.9,Bachelors,South,Male,Group_C,Adult,0
3970.15,0.1637,11.0,PhD,South,Female,Group_C,Adult,0
2962.97,0.3751,12.9,No Degree,North,Male,Group_B,Adult,0
2148.6,0.4987,12.9,Masters,Central,Male,Group_B,Young,0
7417.41,0.1708,13.0,High School,North,Female,Group_A,Adult,1
5098.28,0.1773,13.5,Masters,North,Male,Group_A,Young,1
2578.65,0.0876,13.5,Bachelors,West,Female,Group_B,Adult,0
2572.06,0.2456,17.2,PhD,North,Female,Group_B,Adult,0
4155.17,0.3518,10.5,No Degree,West,Male,Group_C,Adult,0
11322.09,0.4168,10.0,Masters,South,Female,Group_A,Adult,1
4316.52,0.1786,11.0,High School,North,Female,Group_B,Adult,0
2317.93,0.0954,5.1,High School,East,Male,Group_A,Young,0
4346.51,0.3383,11.9,Bachelors,West,Male,Group_D,Adult,1
4288.27,0.3961,9.5,Bachelors,East,Male,Group_B,Adult,0
1276.09,0.2402,21.4,Bachelors,West,Female,Group_B,Adult,0
4783.14,0.2182,7.7,High School,East,Male,Group_B,Adult,1
4378.81,0.0653,15.8,Bachelors,East,Female,Group_B,Young,1
6961.17,0.2745,6.2,Masters,West,Male,Group_A,Young,1
12387.93,0.6011,9.6,High School,East,Male,Group_D,Adult,1
8632.44,0.1302,6.1,High School,North,Female,Group_A,Adult,0
4296.5,0.1441,7.2,High School,Central,Male,Group_B,Senior,1
2826.34,0.211,8.7,Bachelors,East,Male,Group_D,Young,0
17795.13,0.2738,7.3,Bachelors,Central,Female,Group_A,Senior,0
5062.47,0.0691,5.6,Masters,West,Female,Group_A,Adult,1
4949.12,0.2998,12.2,High School,Central,Male,Group_A,Senior,1
4855.84,0.3048,20.8,Bachelors,West,Male,Group_D,Young,1
5426.46,0.149,16.3,PhD,Central,Female,Group_D,Adult,1
4572.52,0.164,10.0,High School,West,Female,Group_B,Adult,1
3689.22,0.2572,5.7,PhD,North,Female,Group_A,Adult,0
3738.99,0.1567,6.8,Bachelors,East,Non-Binary,Group_D,Adult,0
4834.94,0.2429,15.5,High School,East,Female,Group_B,Young,0
3745.41,0.3823,8.0,High School,West,Male,Group_B,Senior,0
3441.21,0.3749,18.0,No Degree,Central,Female,Group_A,Young,0
5183.39,0.2091,13.7,High School,South,Male,Group_A,Adult,1
4326.49,0.3706,3.7,Masters,Central,Female,Group_A,Senior,1
10425.36,0.2519,5.5,Bachelors,West,Male,Group_D,Adult,0
1305.73,0.4253,12.4,High School,Central,Female,Group_C,Adult,0
8482.44,0.3076,4.9,High School,West,Female,Group_D,Young,0
9164.04,0.2505,16.4,High School,Central,Female,Group_A,Senior,1
1742.9,0.4459,5.9,High School,West,Female,Group_B,Adult,0
4140.85,0.1631,10.3,Bachelors,East,Female,Group_B,Adult,1
4081.74,0.2043,9.6,No Degree,East,Female,Group_B,Senior,0
2431.45,0.1257,20.0,High School,Central,Male,Group_A,Adult,1
3331.21,0.1586,9.6,High School,South,Female,Group_B,Adult,0
2820.62,0.2049,7.8,Masters,North,Female,Group_B,Adult,0
11803.31,0.4981,6.0,No Degree,Central,Female,Group_B,Adult,0
7846.63,0.2656,5.5,No Degree,South,Male,Group_C,Adult,0
9281.49,0.1812,13.2,Masters,East,Female,Group_C,Adult,1
7050.37,0.2841,14.6,Bachelors,East,Male,Group_B,Adult,1
2794.68,0.1634,13.9,Bachelors,North,Female,Group_B,Adult,1
3780.99,0.2076,5.6,High School,Central,Female,Group_A,Adult,0
6277.25,0.2026,2.6,Bachelors,North,Female,Group_B,Young,0
2667.6,0.3187,8.7,Bachelors,East,Male,Group_A,Adult,0
7019.86,0.3817,12.9,Bachelors,Central,Female,Group_D,Adult,0
4358.3,0.3117,9.3,Bachelors,North,Male,Group_A,Senior,0
4074.85,0.3624,4.4,Bachelors,North,Male,Group_B,Senior,0
7012.71,0.3794,12.8,Bachelors,Central,Male,Group_A,Senior,0
6137.25,0.1448,7.6,High School,East,Male,Group_A,Senior,0
4103.18,0.1472,15.2,High School,South,Non-Binary,Group_C,Young,0
8775.03,0.0873,4.0,High School,East,Male,Group_C,Adult,1
2862.55,0.3579,5.4,Bachelors,North,Non-Binary,Group_B,Adult,0
6687.32,0.2203,4.5,High School,East,Female,Group_B,Adult,0
6611.4,0.1781,9.7,Bachelors,North,Male,Group_D,Adult,1
4210.04,0.4133,5.1,No Degree,Central,Female,Group_B,Adult,0
5785.25,0.3122,7.4,Masters,West,Male,Group_A,Senior,1
2629.22,0.1204,9.8,High School,West,Female,Group_A,Adult,0
7801.05,0.6097,13.3,Bachelors,West,Male,Group_B,Adult,0
4480.76,0.2949,6.1,High School,East,Male,Group_B,Senior,0
3784.38,0.3403,15.4,No Degree,Central,Female,Group_B,Adult,0
8304.1,0.3374,4.2,High School,Central,Female,Group_A,Adult,1
3455.87,0.0689,8.8,Masters,North,Female,Group_D,Young,1
2430.3,0.2752,4.4,No Degree,North,Female,Group_B,Adult,0
2256.76,0.1106,9.4,High School,Central,Female,Group_A,Adult,0
6654.21,0.2767,7.2,Bachelors,South,Female,Group_C,Adult,1
2590.96,0.1697,8.7,No Degree,Central,Male,Group_B,Young,0
11818.21,0.5198,18.3,PhD,West,Female,Group_D,Adult,1
1735.47,0.1915,6.1,High School,East,Male,Group_A,Adult,0
11478.47,0.3464,9.7,Masters,North,Male,Group_B,Adult,1
5461.66,0.0212,14.8,High School,East,Female,Group_D,Young,1
4682.76,0.5072,8.1,High School,Central,Male,Group_A,Senior,0
3742.62,0.5741,6.2,PhD,North,Female,Group_A,Adult,0
6000.32,0.3767,8.1,Bachelors,South,Male,Group_C,Young,0
4823.15,0.0273,8.7,High School,South,Male,Group_C,Adult,0
8532.61,0.4395,10.3,High School,West,Non-Binary,Group_B,Adult,1
5203.64,0.009,13.8,High School,Central,Male,Group_B,Young,1
5298.35,0.0605,11.2,Bachelors,Central,Female,Group_B,Adult,1
4097.75,0.1391,6.7,Bachelors,Central,Male,Group_A,Adult,0
4776.8,0.4799,12.3,Bachelors,East,Male,Group_A,Senior,1
5732.46,0.6548,10.1,Bachelors,Central,Female,Group_B,Senior,0
2089.99,0.2324,14.9,High School,North,Male,Group_A,Adult,0
2504.66,0.5153,5.8,PhD,South,Male,Group_B,Adult,0
7126.9,0.1176,11.7,High School,North,Female,Group_A,Young,0
5353.11,0.5797,7.8,No Degree,South,Male,Group_C,Adult,0
4482.82,0.1764,6.0,Masters,Central,Female,Group_D,Adult,0
4960.28,0.307,10.0,Masters,West,Male,Group_A,Adult,1
5847.62,0.3018,8.5,Bachelors,East,Female,Group_A,Young,0
3752.28,0.3151,8.6,Bachelors,West,Female,Group_A,Adult,1
3330.4,0.3396,13.6,High School,West,Male,Group_B,Adult,0
5420.39,0.5157,10.5,Bachelors,North,Female,Group_B,Young,0
3013.37,0.3081,10.5,High School,North,Female,Group_D,Adult,0
6027.73,0.4528,13.8,High School,West,Female,Group_B,Senior,1
2097.93,0.2262,5.5,Bachelors,Central,Male,Group_A,Senior,0
8222.07,0.2777,16.5,Masters,South,Female,Group_A,Adult,0
6224.81,0.2611,4.5,No Degree,North,Female,Group_A,Adult,0
5585.98,0.1779,11.5,High School,South,Female,Group_C,Senior,0
8033.26,0.6405,13.3,High School,West,Male,Group_B,Adult,0
11302.03,0.0827,11.3,Bachelors,North,Male,Group_D,Young,1
8161.51,0.2808,10.0,Bachelors,Central,Male,Group_A,Young,1
1957.77,0.0812,8.6,High School,North,Female,Group_A,Adult,0
2592.07,0.2305,11.2,Bachelors,Central,Male,Group_B,Senior,0
3596.05,0.1302,5.5,Bachelors,North,Female,Group_A,Senior,1
4979.3,0.2707,12.7,Bachelors,South,Female,Group_C,Adult,1
6366.66,0.3476,6.5,Masters,North,Female,Group_A,Senior,1
3419.08,0.2593,8.7,No Degree,North,Male,Group_A,Adult,0
5395.84,0.4773,10.3,Bachelors,Central,Male,Group_A,Adult,0
3368.79,0.2881,10.3,High School,East,Male,Group_A,Young,0
3620.04,0.0686,9.1,No Degree,South,Male,Group_C,Adult,0
2432.49,0.1058,14.4,Bachelors,South,Female,Group_C,Young,0
3097.6,0.2139,5.7,Bachelors,Central,Male,Group_C,Young,0
2500.28,0.6402,8.6,Bachelors,Central,Male,Group_B,Adult,0
3017.14,0.384,11.7,Bachelors,North,Female,Group_A,Adult,1
8323.36,0.2652,4.2,High School,West,Male,Group_B,Adult,0
3057.34,0.1704,8.0,No Degree,West,Female,Group_A,Adult,0
18328.11,0.1072,18.1,Masters,West,Female,Group_B,Young,1
6289.64,0.2744,8.5,PhD,East,Female,Group_B,Young,1
5390.63,0.4279,15.2,High School,North,Male,Group_D,Senior,1
3199.73,0.1619,11.9,High School,Central,Male,Group_B,Adult,0
6975.47,0.1309,12.7,PhD,North,Female,Group_A,Senior,1
3685.57,0.2067,6.3,Bachelors,Central,Female,Group_B,Adult,0
5223.93,0.3785,7.4,Bachelors,East,Male,Group_B,Adult,0
17677.4,0.1599,7.1,High School,South,Female,Group_B,Adult,1
4684.29,0.2004,20.5,High School,West,Female,Group_A,Adult,1
8731.01,0.7343,6.6,Masters,Central,Male,Group_B,Young,0
3457.88,0.1207,5.9,Bachelors,West,Female,Group_A,Senior,1
4829.54,0.1443,6.5,Masters,East,Female,Group_C,Adult,0
11913.18,0.4595,5.5,Bachelors,East,Male,Group_A,Senior,1
3592.19,0.4542,7.3,Bachelors,East,Female,Group_B,Adult,0
12163.86,0.288,12.2,Bachelors,North,Male,Group_A,Adult,1
7001.47,0.2038,13.7,High School,North,Male,Group_D,Young,1
3709.92,0.0972,4.3,High School,North,Female,Group_D,Young,0
6742.62,0.3583,13.7,High School,South,Female,Group_C,Young,0
7992.65,0.3138,17.2,Masters,Central,Male,Group_B,Adult,1
6706.99,0.4343,9.4,Bachelors,West,Male,Group_B,Young,1
2241.47,0.0322,17.7,High School,Central,Male,Group_B,Senior,1
3416.7,0.3124,11.2,Bachelors,Central,Male,Group_A,Senior,1
